,닉네임,태그,별점,작성일,발색력,지속력,수분감,피부타입,리뷰
353,parkseb****,,2,2021.11.25,다소 아쉬워요,보통이에요,아주 촉촉해요,건성에 좋아요,"뭐 파데나 쿠션이 사람 피부따라 밀착력이나 모든게 다르겠지만.. 엥간히 유명한 쿠션들은 다 피부에 잘 먹고 괜찮네 쓸만하네 정도였는데 케이스 귀여워서 샀다가 망함 ㅠㅠ
진짜 밀착 안돼고 번들거리고 얼룩져보이고 은근 회색빛 돌고 별로 밝지않고...쿠션 정착못하고 맨날 이거 쓰고 저거 쓰고 하는 사람인데 진짜 솔직하게 제가 써본 쿠션들 중에 최악.. 스킨케어 잘하면 먹겠지 각질제거 잘해주면 먹겠지 했는데 ...진짜 별로에요 .. 인정하는건 촉촉한거 하나.. 근데 나중에 마스크 쓰고 하면 다 기름지니까 건성만 쓰세요"
354,saem****,,4,2021.11.23,다소 아쉬워요,보통이에요,보통이에요,건성에 좋아요,"평소에 건조하다고 느끼고 마스크 껴서 묻어나는게 싫어서 톤업선크림만 바르고 화장하는 편입니다. 그런데 위드ㅋㄹㄴ되니까 마스크도 어느정도 벗을 날들이 더 많아질거라 쿠션을 다시 사용해보고 싶다는 생각이 들어서 찾고 있었습니다. 마침 올리브영 블랙프라이데이라서 구경하다가 어뮤즈 쿠션을 찾았습니다. 촉촉한 비건 쿠션이라 피부도 편할 것 같고 리뷰도 되게 좋은 편이라 구매했습니다. 
직접 사용해봤는데, 생각한 그대로여서 보통이라고 느꼈습니다. 
평소 21호 쓰고 약간 홍조 있는편이라 1.5호 구매했는데, 제 피부색이랑 그냥 너무 똑같고 얇게 발리는 제형이라 선크림보다 티가 안나는 쿠션이었습니다…알았더라면 1호? 핑크빛나는걸로 구매했을 것 같습니다ㅠㅜ 커버력은 진짜 없구 톤업하고싶으시면 1호 추천합니다..ㅠ 그래도 피부가 답답하다는 느낌이 없어서 잘 사용하고 있습니다!"
355,topretty****,,4,2021.11.16,아주 만족해요,보통이에요,아주 촉촉해요,복합성에 좋아요,출근할때만족하며사용하고있어요~외제화장품스타일로제품좋습니다 색상칼라도예쁘고수분기도많고아주촉촉해요~지속력은좀떨어지지만건조하지않고촉촉하고좋아요화사하며틴트랑같이사용하니청순해보이고피부가좋아보인다며직장동료들이제품에대해물어봐서소개해주었어요~다른쿠션이있어도 이제품으로손이자주가고  피부표현이좋습니다!하나더사서쟁겨놓앗어요~
356,hyeyeon****,,5,2021.11.15,아주 만족해요,지속이 오래돼요,아주 촉촉해요,복합성에 좋아요,"이름에 왜 젤리가 들어가는지 알겠어요! 정말 피부에 챱챱 달라붙고 촉촉한게 딱 젤리같더라구요🥰 
수부지였다가 계절 바뀌면서 건성에 가까워지는 바람에 쓰던 쿠션들이 안맞아서 이걸로 바꿔본건데 마음에 쏙 드네요. 색감도 예쁘게 나온데다가 두껍지 않게 발라져서 자연스럽게 이쁜 피부가 됩니당. 밀착력도 좋은편! 이걸로 베이스 끝내고 마스크 써도 잘안묻어나요."
357,오렌지밀크,,5,2021.11.12,보통이에요,보통이에요,아주 촉촉해요,복합성에 좋아요,"🟢아! 많이 찍혔다…덜어내야지…할 필요 없이 그냥 얼굴에 찍어도 괜찮은 쿠션 
🟢커버력은 생각보다 아예 없지는 않은 쿠션 
🟢마스크에 묻어남 찐으로 별로 없는 쿠션 (5시간 밖에 있었는데 코만 1cm정도 묻고 볼 쪽은 아예 깨끗)
🟢평소에 갖고 있던 쿠션보다는 무게가 무거움
🟢민감성 피부인데 이걸로 화장하고 뭐 안났음
🟢이런 날씨에 꼭 쿠션 바르면 각질 일어나는데 하나도 안 일어남 촉촉함이 이겨버림
🟢가을-겨울 계절에 왕추천! 여름엔 안 쓸 것 같음"
358,hyunjin****,,2,2021.11.08,보통이에요,예상보다 짧아요,아주 촉촉해요,복합성에 좋아요,"리뷰가 좋은 이유를 모르겠네요..;
케이스이쁜거말곤 그다지요...

저는  잡티없는편이어서 쿠션 커버력 안따지는편인데 
그래도 이건 좀 심함..  커버력은 1도 따지면 안될듯
그냥 광나는거 원하는사람만.. 바르면 진짜 반짝반짝하긴해요
근데 뭔가 피부가 환해보이고 그렇다기보단 그냥
반질반질 하기만함..  다른쿠션 바르기전에 베이스로
깔아야하나 생각들었음

지속력도 그다지..  
촉촉한거치고 마스크엔 덜묻어나긴해요~!
저는 건성인데 첨 발랐을땐 괜찮았는데, 시간지나니까
튼거 티나더라구요..

쿠션유목민인데, 개인적으로 제일 별로네요 전;"
359,suge****,,3,2021.11.07,보통이에요,예상보다 짧아요,보통이에요,복합성에 좋아요,"피부타입: 복합성 (티존만 유분이 좀 올라오는편)
민감성 : 제품 트러블은 난적이 별로 없으나 홍조가 약간있음.
제품 사용 후기: 트러블은 나지않지만 저랑은 맞지 않는걸로.. 그냥 서랍속 저장템이 될듯해요. 
쿨링감도 있고 얊게 발려 사용감은 상당히 만족스러웠으나 피부에 제품이 밀착이 되질않습니다..제 피부에선 밀착이 안되고 때밀리듯이 밀리더라구요.(밖에서 수정화장할때 엄청 당황;;)
처음엔 기초를 너무 무거울걸 발랐나 싶어 약간 건조하게 바르고 사용해보고, 선제품도 같이 사용해보고 안바르고 사용해보고 나름 제품 산게 아까워서 여러방법을 시도했지만 밀립니다... ㅠ 
사용할수가 없을 듯하고 다른 쿠션을 찾아 또 떠나야겠어요."
360,pretty****,,5,2021.11.05,아주 만족해요,지속이 오래돼요,아주 촉촉해요,복합성에 좋아요,케이스일단 너무이쁘구요ㅜㅜ 여름에는 세미 매트썼는데 환절기 되니깐 조금 건조하더라고요 마침젤리 팩트 나와서 바로 구매했는데 공식사이트 보다 더저렴하네요 전 두개구매했어요  얇게 촵촵 잘발려요 어뮤즈 항상 믿쓰템이에요 오프라인에 없어서 너무 아쉬워요
361,kee****,,5,2021.11.05,아주 만족해요,보통이에요,아주 촉촉해요,복합성에 좋아요,"전에도 어뮤즈 쿠션 사용중이였는데
새로 나온제품이 있길래 구매해봤는데 만족스러워요ㅎㅎ
날씨가 추워서 피부가 푸석한데 
쿠션에 수분감이 많아서 건조해지지 않아서 좋습니다. 
잡티는 컨실러로 먼저 가려주고 그위에 쿠션하는 편이에요 ㅎㅎ 그럼 잡티도가려주고 피부표현도 이쁘게되더라구여 ^^"
362,cy****,,5,2021.11.04,아주 만족해요,지속이 오래돼요,아주 촉촉해요,복합성에 좋아요,"물광이 자르르한게 최고에요~~
비비 사용후 마무리로 톡톡 두들기면 좋아요
반짝거리고 촉촉한 수분감이 지속력도 좋고, 가벼운 화장시엔 요것만 톡톡 바르고 나가면 반짝거리고 간편하고 너무 좋아요~♡♡"
363,kimmj****,,5,2021.11.04,아주 만족해요,지속이 오래돼요,아주 촉촉해요,복합성에 좋아요,"수부지에 21호 피부인데 정말 만족합니다!
다크닝 있다고 해서 1호를 살지 2호를 살지 고민 많이 했는데 나중에 2호도 사려고요ㅎㅎ
발림성은 정말 자연스럽게 발려요! 바쁜 아침에 막 바르고 가기 좋아요! 막 발라도 피부 좋아보여서 따로 스킬이 필요하진 않아요.
커버는 잔모공이나 홍조같은 붉은기 정도는 가려주는데 여드름 자국이나 요철은 말끔하게 가려주진 않아요. 커버력은 기대하지 마세요!
마스크에 뭍어남은 있어요. 촉촉한 쿠션이다 보니 이건 어쩔 수 없는것 같아요. 하지만 마스크 썻던 자국? 같은게 없어요. 
무너짐은 정말 예술이에요! 얼굴 외곽부분이 살짝 지워진 정도? 아무튼 정말 말끔하게 무너져요!
다크닝이 정말 아쉽지만 그래도 나름 만족해요 정말 자연스럽게 바르는거 좋아하시는 분들에게 추천드려요!!"
364,gywns****,,5,2021.11.03,보통이에요,지속이 오래돼요,아주 촉촉해요,복합성에 좋아요,"자연스럽게 톤업이 되어요.
얼굴에 발랏을때 끈적거리지않아서 너무 좋아요.
다들 얼굴 보기 좋다고 칭찬해주세요.
다 쓰고 재구매해야겟어요♡"
365,rnjswng****,,1,2021.11.02,아주 만족해요,보통이에요,보통이에요,건성에 좋아요,"제가 건성이여서 글로우 쿠션을 많이 사용해봤느데. 
쿠션중에 가장 별루 였어요. 
저는 커버력보다는 발림성이 중요한데. 
발림성은 얇게 발려서 좋긴 한데..... 
일단 향이 남자 향수 향이고 강해서 쿠션을 바르면 머리가 너무 아파요. 
그리고 모공에 다 껴요. 
제가 모공이 넓은 편도 아닌데도 불고하고. 
모공에 다 낍니다. 
저는 얼굴에 솜털이 많은 편인데 솜털위에 다 떠있습니다. 
한마디로 밀착력은 정말 별로 입니다. 
어뮤즈 쿠션 좋다고 해서 구매 해봤는데. 
정말 실망 많이 했어요. 
촉촉함은 그냥 보통의 글로우쿠션 만큼 촉촉합니다. 
모공이 좀 있으시고, 저처럼 얼굴에 솜털 많으시고, 향에 민감하신 분들은 완전 비추천 입니다.  
그나마 장점이라고 하면, 투명하게 얇게 발리면서 계속 덧 바르면 커버력은 어느 정도 올라갑니다."
366,gh5****,,5,2021.10.31,아주 만족해요,예상보다 짧아요,아주 촉촉해요,건성에 좋아요,지성피부임에도 불구하고 시국이 시국인지라 너무 두껍게 피부 메이크업을 올리거나 매트한 파운데이션이나 쿠션을 사용하면 아무래도 마스크 안에서 너무 건조함을 느끼거나 피부 메이크업이 너무 더럽게 무너져있더라구요. 코시국 이전에는 이렇게 촉촉한 제품들은 쳐다도 안 본 극지성 피부를 가졌는데 앞서 말한 이유들 때문에 차라리 촉촉한 제품을 사용하거나 적당히 세미매트한 제품들을 이용해 얇게 피부 메이크업을 해주는 것이 마스크 안에서도 피부가 조금이나마 편하고 차라리 깨끗하게 지워지는게 수정할 때도 편하고 다시 괜찮은 상태로 회복할 수 있기 때문에 이 신제품이 출시되자마자 구매해서 사용해봤습니다! 물찬광이란 말처럼 바르자마자 약간 쿨링감이 느껴지고 정말 물광느낌이 나요! 촉촉한 덕분에 피부에서 아예 사라지는 것처럼 무너지지만 차라리 이 점이 더 좋고 제형이 얇은 덕분에 마스크에 덜 묻어나옵니다~
367,cog****,,5,2021.10.30,아주 만족해요,보통이에요,아주 촉촉해요,건성에 좋아요,저는 아주 극건성이에요 라뮤끄 제품은 너무촉촉해여! 제가 핑베 21호를 사용하는데 핑베 21호 딱좋아요 너무 과하지 않고 색감 이뻐요 그리고 무엇보다도 촉촉해서 자꾸 손이가네요 촉촉한 만큼 지속력이 좋딘 않지만 워낙 건조해서 로션 바르느라 수정화장 자주해서 괜찮아요~ 날도 많이 건조한 요즘같은날 사용하기 참좋네요 추천드려요 케이스도 이뿨
368,babiegi****,,5,2021.10.30,보통이에요,보통이에요,보통이에요,복합성에 좋아요,"답답한 거 없이 피부가 편해요
가볍지만 여러번 바르면 커버력이 좋고 
수분감이 없는건 아니지만 엄청 촉촉하지는 않아서
원래 마무리로 파우더 사용하는데 이거 쓸 때는
파우더 사용 안했어요.

아쉬운건 퍼프가 쫀쫀하지만 되게 약해서 금방 끊어질 것 같아요."
369,yun****,,5,2021.10.29,아주 만족해요,지속이 오래돼요,아주 촉촉해요,건성에 좋아요,밝은 웜톤이라서 1.5호로 샀는데 피부톤이랑 잘 맞아요. 일단 요즘 마스크 쓰면 묻어나지 않으려고 파우더로 마무리하는데 그렇게 되면 피부가 건조해져서 힘든데 이 제품은 속은 촉촉하게 채우면서도 마스크에는 묻어나지 않는 신기한  제품이네요. 이게 기술력 차이인가보네요. 이런 신박한 아이템은 저만 알기 아쉬워서 리뷰 남겨요. 속도 촉촉 쫀쫀하게 채워주면서 끈적거리는 제형이 아니라서 너무 맘에 들어요. 저는 건성니라서 보습에 신경 많이 쓰는데 이 제품은 속을 채워주는 느낌이 들어요. 그리고 비건제품이라는 게 긍정적인 요소로 작용하였고 케이스도 특이하고 큼지막해서 밖에서 꺼내쓸 때 이쁜 거 같아요. 커버력도 좋아서 웬만큼  도드라지게 큰 뾰루지가 아닌 이상 다 가려져서 컨실러 안 써도 될 거 같아요. 꽤 괜찮은 제품 득템해서 기분도 좋은데 틴트까지도 덤으로 받아서 최고네요.
370,h128****,,5,2021.10.29,아주 만족해요,지속이 오래돼요,아주 촉촉해요,복합성에 좋아요,"원래 쓰던 쿠션 팩트를 다 써가서 새로 주문하려고 올리브영 검색하다가 비건 제품이 있어서 주문했어요.
환경문제에 관심을 가지니까 일상 생활에서 사용하는 제품들도 신경을 써야겠더라구요.
배송온것 뜯어보니 이벤트중인지 틴트 샘플도 같이 넣어주셨네요 틴트도 거의 다 써가서 필요했는데 쿠션 팩트도 그렇고 틴트도 그렇고 제품 패키지도 투명하고 예뻐서 틴트 다음번에 틴트 구매할때도 어뮤즈거 구입해볼까 해요.

저는 피부가 건조한편인데다가 요즘 환절기라 평소보다도 건조하고 무엇보다 회사 사무실에서 히터를 틀어놓으니까 얼굴 당김이 있거든요. 보통 회사에 출근할때 화장 잘 안하는데 미팅 있을때나 중요한 자리 있을때는 한번씩 화장하고 일하는데
일반 파운데이션보다 촉촉하고 얇고 투명하게 표현되어서
자연스러워요.만족하면서 사용중입니다. :D"
371,dlsgk****,,5,2022.01.05,아주 만족해요,지속이 오래돼요,아주 촉촉해요,건성에 좋아요,커버력이 없지만 엄청 촉촉해서 좋아요. 딱 이런 제품을 원했는데 리필도 나오면 계속 이용할 것 같아요! 촉촉한 물광 원하시면 엄청 추천합니다!
372,hyeonj****,,4,2022.01.05,아주 만족해요,보통이에요,보통이에요,건성에 좋아요,다른 후기에서도 많이 봤던것처럼 커버력은 없지만 가볍게 톤정리해주는데 좋은 것 같아요 마스크에 아예 안 묻어나는건 아니지만 그래도 마스크 벗었을때 얼굴에서 벗겨진 자국은 거의 눈에 띄지 않아요
373,lyso****,,5,2022.01.03,보통이에요,보통이에요,아주 촉촉해요,건성에 좋아요,들뜸없이 바를수 있어서 좋아요. 커버력은 없지만 피부톤을 균일하게 해줘서 피부가 밝아보여요.
374,aramg****,,5,2022.01.03,다소 아쉬워요,예상보다 짧아요,아주 촉촉해요,건성에 좋아요,아주아주 촉촉해요. 답답하지않아서 좋아요!! 커버력은 현저히 떨어집니드
375,051****,,3,2022.01.01,보통이에요,보통이에요,보통이에요,건성에 좋아요,"커버력은 거의 없다고 보이네요
비건이라 순하기는 합니다
그래도 마스크에 잘 묻어나오지는 않네요
가볍게 쓰기는 괜찮은 것 같아요"
